A_PARTY,B_PARTY,CALL_TYPE,START_TIME,DURATION_SEC,CELL_ID,IMEI
9846913810,9556321751,SMS,2025-05-26 11:08:46,35.0,SRT-T09,332181960013389
9846913810,9556321751,VOICE,2025-05-19 14:53:20,118.0,SRT-T02,332181960013389
9846913810,9822448136,VOICE,2025-05-02 20:32:09,12.0,SRT-T08,332181960013389
9846913810,9556321751,VOICE,2025-05-30 08:28:11,41.0,SRT-T09,332181960013389
9846913810,9650079111,VOICE,2025-05-11 08:08:13,299.0,SRT-T10,332181960013389
9846913810,9556321751,VOICE,2025-05-30 17:37:28,518.0,SRT-T07,332181960013389
9846913810,9822448136,SMS,2025-05-15 15:06:32,500.0,SRT-T09,332181960013389
9846913810,9773481353,VOICE,2025-05-25 08:26:24,582.0,,332181960013389
9846913810,9824549543,SMS,2025-05-20 11:39:23,566.0,SRT-T04,332181960013389
9846913810,9824549543,VOICE,2025-06-11 14:33:14,66.0,SRT-T09,332181960013389
9846913810,9650079111,VOICE,2025-05-21 20:48:14,17.0,SRT-T02,332181960013389
9846913810,9773481353,VOICE,2025-06-14 21:28:16,7.0,SRT-T05,332181960013389
9846913810,9589699989,VOICE,2025-05-19 08:25:57,,SRT-T08,332181960013389
9846913810,9824549543,VOICE,2025-05-11 17:22:24,277.0,SRT-T08,332181960013389
9846913810,9556321751,VOICE,2025-06-14 14:24:04,91.0,SRT-T07,332181960013389
9846913810,9824549543,SMS,2025-05-23 18:13:16,122.0,SRT-T02,332181960013389
9846913810,9773481353,VOICE,2025-06-08 22:20:56,124.0,SRT-T10,332181960013389
9846913810,9650079111,SMS,2025-06-11 14:43:54,463.0,SRT-T05,332181960013389
9846913810,9773481353,SMS,2025-05-08 13:34:19,12.0,SRT-T09,332181960013389
9846913810,9824549543,SMS,2025-06-01 17:40:24,550.0,SRT-T08,332181960013389
9846913810,9650079111,VOICE,2025-05-09 18:00:23,9.0,SRT-T09,332181960013389
9846913810,9822448136,VOICE,2025-05-02 09:24:27,29.0,SRT-T02,332181960013389
9846913810,9822448136,VOICE,2025-06-04 11:54:44,159.0,SRT-T10,332181960013389
9846913810,9597225156,SMS,2025-05-31 22:00:27,452.0,SRT-T01,332181960013389
9846913810,9824549543,SMS,2025-05-01 15:29:14,596.0,SRT-T03,332181960013389
9846913810,9650079111,VOICE,2025-05-06 10:40:59,497.0,SRT-T06,332181960013389
9846913810,9589699989,VOICE,2025-05-13 19:27:21,415.0,SRT-T04,332181960013389
9822448136,9771028710,VOICE,2025-05-11 18:31:32,264.0,SRT-T04,615594078161849
9822448136,9576500726,VOICE,2025-06-09 13:49:51,119.0,SRT-T06,615594078161849
9822448136,9639436733,VOICE,2025-06-04 16:16:55,443.0,SRT-T03,615594078161849
9822448136,9576500726,VOICE,2025-06-06 20:55:22,13.0,SRT-T03,615594078161849
9822448136,9632084778,VOICE,2025-06-04 17:50:06,29.0,SRT-T07,615594078161849
9822448136,9576500726,VOICE,2025-05-19 21:06:26,386.0,SRT-T06,615594078161849
9822448136,9639436733,VOICE,2025-05-23 22:45:31,576.0,SRT-T08,615594078161849
9822448136,9576500726,SMS,2025-05-31 18:38:34,30.0,SRT-T04,615594078161849
9822448136,9639436733,VOICE,2025-05-25 15:23:04,460.0,SRT-T10,615594078161849
9822448136,9639436733,SMS,2025-06-11 22:08:39,26.0,SRT-T01,615594078161849
9822448136,9520796722,VOICE,2025-05-07 12:44:48,19.0,SRT-T05,615594078161849
9822448136,9576500726,VOICE,2025-05-08 15:13:19,25.0,SRT-T03,615594078161849
9822448136,9639436733,VOICE,2025-05-03 19:20:11,399.0,SRT-T02,615594078161849
9822448136,9520796722,SMS,2025-05-01 13:15:56,7.0,SRT-T01,615594078161849
9822448136,9576500726,VOICE,2025-05-01 17:23:36,18.0,SRT-T07,615594078161849
9822448136,9576500726,SMS,2025-05-05 10:04:41,15.0,SRT-T03,615594078161849
9822448136,9576500726,VOICE,2025-06-01 11:29:25,184.0,SRT-T08,615594078161849
9822448136,9632084778,VOICE,2025-05-18 13:09:48,18.0,SRT-T03,615594078161849
9822448136,9771028710,VOICE,2025-06-06 10:39:45,128.0,SRT-T03,615594078161849
9822448136,9576500726,VOICE,2025-05-13 15:41:31,487.0,SRT-T01,615594078161849
9822448136,9632084778,SMS,2025-06-11 16:51:57,276.0,SRT-T05,615594078161849
9822448136,9632084778,SMS,2025-06-01 08:50:32,20.0,SRT-T10,615594078161849
9891756179,9650079111,VOICE,2025-05-24 22:52:22,158.0,SRT-T03,283276483503056
9891756179,9669473616,VOICE,2025-05-02 17:21:56,37.0,SRT-T08,283276483503056
9891756179,9669473616,VOICE,2025-05-26 18:49:59,12.0,SRT-T05,283276483503056
9891756179,9597225156,VOICE,2025-05-26 08:47:36,23.0,SRT-T04,283276483503056
9891756179,9650079111,VOICE,2025-05-29 17:20:06,540.0,SRT-T10,283276483503056
9891756179,9669473616,VOICE,2025-05-28 11:38:56,156.0,SRT-T08,283276483503056
9891756179,9589699989,SMS,2025-05-02 09:13:51,190.0,SRT-T01,283276483503056
9891756179,9597225156,VOICE,2025-05-17 13:29:53,75.0,SRT-T01,283276483503056
9891756179,9589699989,SMS,2025-05-08 11:05:49,123.0,SRT-T10,283276483503056
9891756179,9650079111,SMS,2025-05-05 17:42:39,260.0,SRT-T08,283276483503056
9891756179,9597225156,VOICE,2025-06-01 17:20:59,535.0,SRT-T04,283276483503056
9891756179,9764547971,VOICE,2025-06-02 12:24:02,14.0,SRT-T10,283276483503056
9891756179,9597225156,VOICE,2025-05-20 08:14:55,594.0,SRT-T10,283276483503056
9891756179,9597225156,VOICE,2025-05-06 22:17:49,49.0,SRT-T03,283276483503056
9891756179,9650079111,VOICE,2025-05-31 09:12:40,19.0,SRT-T02,283276483503056
9891756179,9589699989,SMS,2025-05-18 15:20:24,30.0,SRT-T07,283276483503056
9891756179,9764547971,VOICE,2025-05-09 20:47:53,119.0,SRT-T08,283276483503056
9891756179,9597225156,VOICE,2025-06-08 14:56:13,19.0,SRT-T01,283276483503056
9891756179,9589699989,VOICE,2025-05-16 15:19:55,117.0,SRT-T02,283276483503056
9891756179,9650079111,SMS,2025-05-27 09:21:18,24.0,SRT-T03,283276483503056
9891756179,9597225156,VOICE,2025-05-30 20:34:34,6.0,SRT-T07,283276483503056
9891756179,9650079111,SMS,2025-06-03 15:17:34,14.0,SRT-T10,283276483503056
9891756179,9597225156,VOICE,2025-05-27 22:24:12,122.0,SRT-T05,283276483503056
9891756179,9597225156,VOICE,2025-06-09 22:54:35,8.0,SRT-T02,283276483503056
9891756179,9650079111,VOICE,2025-05-23 10:44:59,131.0,SRT-T02,283276483503056
9891756179,9597225156,SMS,2025-06-01 19:49:42,16.0,SRT-T01,283276483503056
