A_PARTY,B_PARTY,CALL_TYPE,START_TIME,DURATION_SEC,CELL_ID,IMEI
9618823344,9717789541,MOC,2026-03-19 00:36:29,651,BRD-T02,110958719972238
9618823344,9689050863,MTC,2026-03-13 00:50:29,892,BRD-T02,110958719972238
9618823344,9614665531,MOC,2026-03-02 18:32:25,591,BRD-T01,110958719972238
9618823344,9795489256,MOC,2026-03-12 23:36:34,863,BRD-T02,110958719972238
9618823344,9528098085,MOC,2026-03-12 14:48:10,772,BRD-T01,110958719972238
9618823344,9725492910,MOC,2026-03-15 19:42:04,557,BRD-T02,110958719972238
9618823344,9749802017,MTC,2026-03-13 04:24:18,657,BRD-T01,110958719972238
9618823344,9865106243,MOC,2026-03-05 05:49:57,633,BRD-T02,110958719972238
9618823344,9774265591,MTC,2026-03-15 18:40:41,382,BRD-T02,110958719972238
9618823344,9683742773,MOC,2026-03-19 22:24:37,664,BRD-T02,110958719972238
9618823344,9694487527,MTC,2026-03-09 09:07:22,533,BRD-T02,110958719972238
9618823344,9781388523,MTC,2026-03-13 04:33:28,202,BRD-T02,110958719972238
9618823344,9594517999,MOC,2026-03-02 06:50:39,462,BRD-T01,110958719972238
9618823344,9694091704,MTC,2026-03-01 05:29:23,347,BRD-T02,110958719972238
9618823344,9613606822,MTC,2026-03-06 10:15:30,237,BRD-T01,110958719972238
9618823344,9637052362,MOC,2026-03-15 19:23:19,827,BRD-T02,110958719972238
9618823344,9779106643,MOC,2026-03-15 10:55:10,302,BRD-T02,110958719972238
9618823344,9798330245,MOC,2026-03-12 14:13:13,183,BRD-T01,110958719972238
9618823344,9782373836,MOC,2026-03-10 14:20:00,54,BRD-T02,110958719972238
