A_PARTY,B_PARTY,CALL_TYPE,START_TIME,DURATION_SEC,CELL_ID,IMEI
9550841087,9754393596,MOC,2026-03-05 17:55:16,81,AMD-T03,073815055049206
9550841087,9851290824,MTC,2026-03-08 12:07:17,160,AMD-T02,073815055049206
9550841087,9742374083,MOC,2026-03-01 10:31:51,546,AMD-T01,073815055049206
9550841087,9521072369,MTC,2026-03-07 23:24:40,355,AMD-T01,073815055049206
9550841087,9561983785,MTC,2026-03-10 17:30:45,749,AMD-T02,073815055049206
9550841087,9844790339,MTC,2026-03-02 16:37:01,565,AMD-T02,073815055049206
9550841087,9866202655,MOC,2026-03-19 17:56:03,162,AMD-T01,073815055049206
9550841087,9531407715,MOC,2026-03-06 11:16:03,92,AMD-T03,073815055049206
9550841087,9635407309,MTC,2026-03-04 21:48:57,840,AMD-T02,073815055049206
9550841087,9748098629,MTC,2026-03-02 20:07:57,895,AMD-T03,073815055049206
9550841087,9836783465,MTC,2026-03-04 19:40:24,46,AMD-T03,073815055049206
9550841087,9756907187,MOC,2026-03-18 01:56:38,420,AMD-T01,073815055049206
9550841087,9766594085,MOC,2026-03-17 06:12:02,564,AMD-T01,073815055049206
9550841087,9774910537,MOC,2026-03-04 03:44:32,752,AMD-T02,073815055049206
9550841087,9533653292,MTC,2026-03-04 15:50:50,869,AMD-T03,073815055049206
9550841087,9677139662,MOC,2026-03-15 21:05:17,788,AMD-T01,073815055049206
9550841087,9864922908,MOC,2026-03-13 11:18:03,553,AMD-T03,073815055049206
9550841087,9744140348,MTC,2026-03-12 03:56:44,730,AMD-T01,073815055049206
