A_PARTY,B_PARTY,CALL_TYPE,START_TIME,DURATION_SEC,CELL_ID,IMEI
9674769283,9840226879,VOICE,2025-06-04 22:24:43,9.0,SRT-T09,912230107826372
9674769283,9790611915,VOICE,2025-05-31 07:59:25,44.0,SRT-T01,912230107826372
9674769283,9790611915,VOICE,2025-05-06 15:50:42,159.0,SRT-T02,912230107826372
9674769283,9563852996,VOICE,2025-05-14 14:19:27,204.0,SRT-T05,912230107826372
9674769283,9516546167,VOICE,2025-05-02 16:58:15,172.0,SRT-T04,912230107826372
9674769283,9840226879,VOICE,2025-06-07 16:55:08,149.0,SRT-T07,912230107826372
9674769283,9563852996,VOICE,2025-05-17 18:18:04,49.0,SRT-T07,912230107826372
9674769283,9840226879,VOICE,2025-05-09 18:57:15,164.0,,912230107826372
9674769283,9812838897,VOICE,2025-05-25 11:00:28,64.0,SRT-T06,912230107826372
9674769283,9563852996,SMS,2025-05-27 11:09:47,8.0,SRT-T10,912230107826372
9674769283,9812838897,SMS,2025-05-12 16:42:11,240.0,SRT-T02,912230107826372
9674769283,9516546167,VOICE,2025-05-26 09:53:43,600.0,SRT-T07,912230107826372
9674769283,9563852996,VOICE,2025-05-13 15:43:13,,SRT-T07,912230107826372
9674769283,9812838897,SMS,2025-05-12 11:40:49,100.0,SRT-T06,912230107826372
9674769283,9516546167,VOICE,2025-06-01 16:31:10,440.0,SRT-T06,912230107826372
9674769283,9563852996,VOICE,2025-06-01 12:29:58,41.0,SRT-T06,912230107826372
9674769283,9563852996,VOICE,2025-05-18 20:15:29,551.0,SRT-T05,912230107826372
9674769283,9563852996,SMS,2025-05-11 07:14:50,17.0,SRT-T08,912230107826372
9674769283,9790611915,SMS,2025-05-04 13:38:00,346.0,SRT-T03,912230107826372
9674769283,9563852996,SMS,2025-06-04 22:23:13,220.0,SRT-T10,912230107826372
9674769283,9563852996,VOICE,2025-06-11 07:41:13,103.0,SRT-T01,912230107826372
9674769283,9790611915,VOICE,2025-05-04 13:48:36,524.0,SRT-T02,912230107826372
9674769283,9516546167,VOICE,2025-06-09 12:19:12,16.0,SRT-T06,912230107826372
9674769283,9840226879,VOICE,2025-05-25 12:56:52,26.0,SRT-T10,912230107826372
9674769283,9840226879,SMS,2025-05-15 16:17:33,98.0,SRT-T07,912230107826372
9674769283,9812838897,VOICE,2025-05-30 22:23:10,472.0,SRT-T06,912230107826372
9674769283,9516546167,VOICE,2025-06-11 20:54:31,97.0,SRT-T08,912230107826372
9674769283,9563852996,VOICE,2025-05-13 20:06:22,86.0,SRT-T01,912230107826372
9674769283,9790611915,VOICE,2025-05-22 19:33:13,471.0,SRT-T06,912230107826372
9674769283,9563852996,VOICE,2025-06-11 08:21:25,10.0,SRT-T04,912230107826372
9674769283,9790611915,VOICE,2025-06-06 10:23:34,505.0,SRT-T07,912230107826372
9674769283,9516546167,VOICE,2025-05-31 14:34:25,43.0,SRT-T03,912230107826372
9840226879,9533367804,VOICE,2025-06-06 20:07:15,37.0,SRT-T01,565954236502304
9840226879,9544145796,SMS,2025-06-12 22:02:00,51.0,SRT-T07,565954236502304
9840226879,9516546167,VOICE,2025-05-19 20:29:14,184.0,SRT-T03,565954236502304
9840226879,9516546167,VOICE,2025-06-12 08:35:18,105.0,SRT-T07,565954236502304
9840226879,9753255047,VOICE,2025-05-06 19:39:49,65.0,SRT-T10,565954236502304
9840226879,9582239699,VOICE,2025-05-03 08:15:00,94.0,SRT-T02,565954236502304
9840226879,9516546167,VOICE,2025-05-27 20:06:50,576.0,SRT-T04,565954236502304
9840226879,9753255047,VOICE,2025-05-26 08:08:45,103.0,SRT-T03,565954236502304
9840226879,9582239699,VOICE,2025-05-22 11:15:01,29.0,SRT-T01,565954236502304
9840226879,9582239699,SMS,2025-05-26 09:02:05,280.0,SRT-T05,565954236502304
9840226879,9582239699,VOICE,2025-05-30 20:00:40,11.0,SRT-T10,565954236502304
9840226879,9530317468,VOICE,2025-05-31 22:39:10,70.0,SRT-T09,565954236502304
9840226879,9582239699,VOICE,2025-05-29 16:47:00,18.0,SRT-T10,565954236502304
9840226879,9753255047,VOICE,2025-05-15 21:04:53,5.0,SRT-T05,565954236502304
9840226879,9544145796,VOICE,2025-05-31 19:19:36,11.0,SRT-T10,565954236502304
9840226879,9753255047,VOICE,2025-06-04 10:40:08,138.0,SRT-T03,565954236502304
9840226879,9753255047,VOICE,2025-06-03 08:23:21,27.0,SRT-T04,565954236502304
9840226879,9865382117,VOICE,2025-05-12 12:59:19,483.0,SRT-T04,565954236502304
9840226879,9541565207,VOICE,2025-05-22 20:40:01,67.0,SRT-T09,565954236502304
