A_PARTY,B_PARTY,CALL_TYPE,START_TIME,DURATION_SEC,CELL_ID,IMEI
9781009722,9747515200,VOICE,2025-06-14 20:26:50,124.0,SRT-T08,477346462118583
9781009722,9815362394,VOICE,2025-06-09 17:17:16,129.0,SRT-T01,477346462118583
9781009722,9565845441,VOICE,2025-06-12 18:09:13,537.0,SRT-T07,477346462118583
9781009722,9786595841,VOICE,2025-05-08 11:03:08,51.0,SRT-T05,477346462118583
9781009722,9565845441,VOICE,2025-05-13 20:01:30,34.0,SRT-T05,477346462118583
9781009722,9719579427,VOICE,2025-05-07 20:57:57,30.0,SRT-T08,477346462118583
9781009722,9567550769,VOICE,2025-06-01 21:34:45,552.0,SRT-T02,477346462118583
9781009722,9747515200,VOICE,2025-06-06 11:16:59,16.0,,477346462118583
9781009722,9567550769,VOICE,2025-06-06 08:25:50,136.0,SRT-T01,477346462118583
9781009722,9815362394,VOICE,2025-05-28 09:29:05,105.0,SRT-T03,477346462118583
9781009722,9815362394,VOICE,2025-05-06 10:57:52,37.0,SRT-T03,477346462118583
9781009722,9537429671,VOICE,2025-05-24 19:37:40,21.0,SRT-T04,477346462118583
9781009722,9815362394,SMS,2025-06-09 10:51:11,,SRT-T08,477346462118583
9781009722,9786595841,VOICE,2025-06-06 21:42:21,251.0,SRT-T04,477346462118583
9781009722,9565845441,VOICE,2025-06-11 07:13:55,527.0,SRT-T02,477346462118583
9781009722,9537429671,VOICE,2025-05-19 10:12:54,115.0,SRT-T06,477346462118583
9781009722,9815362394,SMS,2025-05-16 14:11:04,199.0,SRT-T03,477346462118583
9781009722,9537429671,SMS,2025-05-10 09:07:54,410.0,SRT-T10,477346462118583
9610143038,9520222332,VOICE,2025-05-31 16:00:46,56.0,SRT-T10,446644701968302
9610143038,9520222332,VOICE,2025-05-27 14:19:14,57.0,SRT-T08,446644701968302
9610143038,9675584082,VOICE,2025-06-12 17:22:49,31.0,SRT-T06,446644701968302
9610143038,9537429671,VOICE,2025-05-15 14:10:32,127.0,SRT-T06,446644701968302
9610143038,9568035221,VOICE,2025-05-14 17:29:28,399.0,SRT-T09,446644701968302
9610143038,9742203203,VOICE,2025-06-10 16:21:50,17.0,SRT-T10,446644701968302
9610143038,9675584082,SMS,2025-05-26 13:10:05,161.0,SRT-T05,446644701968302
9610143038,9537429671,VOICE,2025-06-13 15:21:14,21.0,SRT-T06,446644701968302
9610143038,9651631365,VOICE,2025-05-14 21:30:20,43.0,SRT-T08,446644701968302
9610143038,9520222332,SMS,2025-05-02 22:57:14,94.0,SRT-T06,446644701968302
9610143038,9742203203,SMS,2025-05-30 20:06:04,422.0,SRT-T06,446644701968302
9610143038,9675584082,VOICE,2025-06-12 13:45:12,29.0,SRT-T01,446644701968302
9610143038,9537429671,VOICE,2025-05-15 11:01:27,569.0,SRT-T05,446644701968302
9610143038,9537429671,SMS,2025-06-11 10:38:27,116.0,SRT-T07,446644701968302
9610143038,9567550769,VOICE,2025-05-12 16:20:19,186.0,SRT-T04,446644701968302
9610143038,9651631365,SMS,2025-06-06 09:52:10,27.0,SRT-T01,446644701968302
9610143038,9675584082,SMS,2025-05-24 10:07:21,13.0,SRT-T03,446644701968302
9523071738,9574612182,VOICE,2025-05-27 19:38:42,19.0,SRT-T07,860709676923438
9523071738,9574612182,VOICE,2025-05-10 10:29:33,142.0,SRT-T09,860709676923438
9523071738,9531458701,SMS,2025-05-20 21:47:02,168.0,SRT-T02,860709676923438
9523071738,9565845441,SMS,2025-05-06 09:52:54,154.0,SRT-T03,860709676923438
9523071738,9565845441,VOICE,2025-05-30 09:54:42,242.0,SRT-T03,860709676923438
9523071738,9756390851,SMS,2025-05-24 12:40:19,528.0,SRT-T09,860709676923438
9523071738,9756390851,VOICE,2025-06-12 22:30:08,310.0,SRT-T06,860709676923438
9523071738,9574612182,VOICE,2025-06-01 19:07:51,175.0,SRT-T08,860709676923438
9523071738,9531458701,VOICE,2025-05-11 08:00:47,112.0,SRT-T09,860709676923438
9523071738,9786595841,SMS,2025-06-06 13:31:14,14.0,SRT-T07,860709676923438
9523071738,9531458701,SMS,2025-05-22 20:14:59,195.0,SRT-T02,860709676923438
9523071738,9531458701,VOICE,2025-05-16 20:00:38,15.0,SRT-T07,860709676923438
9523071738,9565845441,VOICE,2025-05-01 17:58:56,25.0,SRT-T04,860709676923438
9523071738,9531458701,VOICE,2025-06-12 14:04:36,556.0,SRT-T10,860709676923438
9523071738,9786595841,VOICE,2025-05-13 13:42:03,156.0,SRT-T08,860709676923438
9523071738,9531458701,VOICE,2025-05-12 17:34:25,386.0,SRT-T10,860709676923438
9523071738,9565845441,SMS,2025-06-14 18:01:48,20.0,SRT-T05,860709676923438
9786595841,9825678371,SMS,2025-06-06 19:14:56,333.0,SRT-T04,079817775652623
9786595841,9896317243,VOICE,2025-05-24 15:45:29,20.0,SRT-T07,079817775652623
9786595841,9896317243,VOICE,2025-06-09 18:07:14,110.0,SRT-T06,079817775652623
9786595841,9574612182,VOICE,2025-05-22 11:41:55,175.0,SRT-T08,079817775652623
9786595841,9896317243,VOICE,2025-06-04 14:49:59,18.0,SRT-T06,079817775652623
9786595841,9825678371,VOICE,2025-05-08 13:43:50,26.0,SRT-T02,079817775652623
9786595841,9574612182,VOICE,2025-06-04 09:53:48,134.0,SRT-T02,079817775652623
9786595841,9719579427,VOICE,2025-06-11 14:11:08,580.0,SRT-T09,079817775652623
9786595841,9574612182,VOICE,2025-05-12 11:12:50,565.0,SRT-T09,079817775652623
9786595841,9896317243,VOICE,2025-05-09 14:55:15,443.0,SRT-T06,079817775652623
9786595841,9825678371,VOICE,2025-06-08 15:50:34,316.0,SRT-T08,079817775652623
9786595841,9719579427,SMS,2025-05-12 21:16:47,128.0,SRT-T07,079817775652623
9786595841,9719579427,SMS,2025-05-15 09:09:26,422.0,SRT-T06,079817775652623
9786595841,9559868851,SMS,2025-05-26 15:08:58,93.0,SRT-T06,079817775652623
9786595841,9825678371,VOICE,2025-05-21 21:03:59,284.0,SRT-T10,079817775652623
9786595841,9559868851,VOICE,2025-05-02 17:09:47,402.0,SRT-T02,079817775652623
9786595841,9825678371,VOICE,2025-05-27 19:48:55,16.0,SRT-T02,079817775652623
9786595841,9719579427,VOICE,2025-05-07 16:03:17,20.0,SRT-T09,079817775652623
9786595841,9559868851,VOICE,2025-06-03 15:15:01,129.0,SRT-T03,079817775652623
9786595841,9574612182,VOICE,2025-05-16 17:58:20,190.0,SRT-T01,079817775652623
9786595841,9719579427,VOICE,2025-05-30 16:48:18,375.0,SRT-T02,079817775652623
9786595841,9896317243,VOICE,2025-05-28 11:22:49,180.0,SRT-T10,079817775652623
9786595841,9719579427,VOICE,2025-05-27 15:36:21,26.0,SRT-T03,079817775652623
9786595841,9825678371,VOICE,2025-05-11 14:23:18,46.0,SRT-T10,079817775652623
9786595841,9559868851,VOICE,2025-05-30 19:35:33,533.0,SRT-T09,079817775652623
9786595841,9896317243,VOICE,2025-06-09 18:24:04,28.0,SRT-T06,079817775652623
9786595841,9574612182,VOICE,2025-05-26 08:27:15,289.0,SRT-T05,079817775652623
9786595841,9719579427,VOICE,2025-06-10 13:07:28,278.0,SRT-T05,079817775652623
9786595841,9896317243,SMS,2025-06-12 09:13:38,21.0,SRT-T03,079817775652623
9786595841,9896317243,SMS,2025-05-31 08:25:21,24.0,SRT-T09,079817775652623
9786595841,9574612182,VOICE,2025-05-05 14:32:39,20.0,SRT-T04,079817775652623
9742203203,9892917728,VOICE,2025-05-18 21:10:39,374.0,SRT-T04,663503937559240
9742203203,9675584082,SMS,2025-05-15 21:02:28,51.0,SRT-T09,663503937559240
9742203203,9892917728,SMS,2025-06-02 07:04:10,354.0,SRT-T10,663503937559240
9742203203,9892917728,VOICE,2025-06-08 10:03:10,9.0,SRT-T02,663503937559240
9742203203,9523071738,SMS,2025-05-27 08:41:57,34.0,SRT-T03,663503937559240
9742203203,9892917728,VOICE,2025-06-05 15:37:07,7.0,SRT-T07,663503937559240
9742203203,9675584082,VOICE,2025-05-10 16:24:15,491.0,SRT-T04,663503937559240
9742203203,9675584082,VOICE,2025-06-11 19:51:11,35.0,SRT-T04,663503937559240
9742203203,9574612182,VOICE,2025-05-25 10:06:27,70.0,SRT-T01,663503937559240
9742203203,9675584082,VOICE,2025-05-27 11:53:05,97.0,SRT-T10,663503937559240
9742203203,9574612182,SMS,2025-06-09 15:03:04,245.0,SRT-T09,663503937559240
9742203203,9815054631,VOICE,2025-05-26 16:49:15,167.0,SRT-T02,663503937559240
9742203203,9675584082,VOICE,2025-06-01 19:53:45,24.0,SRT-T10,663503937559240
9742203203,9815054631,VOICE,2025-06-13 18:00:08,98.0,SRT-T07,663503937559240
9742203203,9574612182,VOICE,2025-06-06 18:33:35,9.0,SRT-T05,663503937559240
